claim_id,customer_id,policy_id,age,insurance_type,region,claim_amount,policy_annual_premium,months_as_customer,num_previous_claims,police_report_filed,witnesses,injury_claim,vehicle_claim,total_claim_amount,fraud_reported
2382,7144,439711,27,Auto,Tangier,3465.81,10217.5,176,5,1,0,0,0,6038.01,0
2383,6063,442808,33,Auto,Rabat,1169.76,9719.53,88,2,1,2,0,0,1224.04,0
2384,4830,181199,28,Auto,Rabat,1674.6,13893.59,182,1,1,1,0,0,941.11,0
2385,9831,885216,49,Life,Agadir,11921.35,9586.81,191,2,0,0,0,1,1865.75,1
2386,7659,199764,62,Travel,Rabat,1466.99,6419.61,201,5,1,3,0,1,443.01,0
2387,1441,222357,23,Auto,Marrakech,3727.54,3306.73,208,2,0,3,0,1,22679.05,0
2388,7040,442873,41,Home,Rabat,1181.96,10033.04,130,1,0,1,0,0,5274.51,0
2389,6925,521777,50,Life,Marrakech,2369.85,2187.32,35,4,1,0,0,0,3513.06,0
2390,8358,412712,70,Travel,Marrakech,815.13,12513.49,98,3,1,1,0,1,1166.84,0
2391,5628,995781,68,Auto,Casablanca,2725.69,4086.35,22,2,1,1,1,1,1360.05,0
2392,7370,959734,29,Travel,Rabat,1680.68,8100.3,211,0,1,0,1,1,5013.59,0
2393,1948,719256,73,Home,Fes,384.58,9141.24,192,1,0,2,1,0,3679.74,0
2394,9179,260576,44,Life,Rabat,6540.67,5756.1,59,1,1,3,0,0,5606.65,0
2395,7115,923578,55,Life,Rabat,6193.02,10126.17,177,0,0,1,1,1,1301.62,0
2396,1459,664585,35,Travel,Rabat,3188.66,4128.15,52,1,1,2,0,0,7210.0,0
2397,8568,710682,62,Auto,Agadir,773.56,1002.06,149,1,1,0,1,0,17687.06,0
2398,5646,561823,56,Health,Fes,786.5,14409.38,140,1,0,1,0,0,3692.36,0
2399,1392,116939,72,Life,Fes,48858.77,5140.66,11,2,1,0,1,1,10765.4,1
2400,2787,543931,30,Health,Marrakech,128.19,10845.2,182,3,1,0,0,1,4130.15,0
2401,8374,406604,70,Life,Fes,805.33,7859.24,211,1,1,1,0,0,3344.77,0
2402,2138,299294,57,Auto,Marrakech,39320.75,10200.48,122,2,1,2,0,1,7547.95,0
2403,5741,162119,47,Auto,Casablanca,57247.85,2108.58,198,1,1,1,0,1,3081.67,0
2404,8418,790681,70,Life,Marrakech,22901.66,8023.29,234,3,0,1,0,0,2624.5,1
2405,7362,244258,66,Travel,Rabat,5643.26,6187.18,14,1,1,0,1,0,14498.63,0
2406,3454,509675,58,Auto,Tangier,1388.95,7051.82,33,3,1,2,1,1,797.63,0
2407,4674,318827,69,Auto,Tangier,395.77,14510.02,239,2,1,1,0,0,5378.35,0
2408,2377,367201,30,Home,Agadir,4853.13,2476.19,102,2,0,0,1,1,1706.98,0
2409,7701,249805,51,Auto,Rabat,1193.13,11443.15,77,0,0,0,0,0,29926.62,0
2410,3597,905589,53,Home,Marrakech,17016.64,5289.97,26,1,0,0,0,0,12172.52,1
2411,1141,921462,47,Auto,Rabat,322.4,4710.19,142,1,0,1,1,0,17655.29,0
2412,3659,250685,42,Auto,Agadir,3791.47,4426.27,237,0,0,0,1,1,5984.9,0
2413,5596,732900,19,Travel,Fes,9086.03,5557.33,216,0,1,2,1,0,9243.34,0
2414,6661,477224,53,Travel,Marrakech,10048.65,5678.2,176,1,1,3,0,1,6067.26,0
2415,7142,969460,35,Auto,Rabat,8105.97,4425.83,65,3,1,0,1,0,2798.44,0
2416,6626,579498,22,Life,Fes,4485.27,10178.65,46,2,1,1,1,1,28886.56,0
2417,9787,236260,36,Life,Agadir,3474.7,1191.97,127,1,0,1,0,0,9931.68,0
2418,9472,338178,59,Auto,Fes,8862.38,5318.26,237,1,1,3,1,1,2155.67,0
2419,1423,359418,35,Life,Marrakech,4486.09,4562.98,183,2,1,0,0,1,1026.94,0
2420,7999,129680,74,Auto,Agadir,4662.93,11395.56,94,2,1,1,0,0,1778.03,0
2421,5249,334433,49,Travel,Agadir,3106.5,2624.23,74,2,0,1,1,0,5199.26,0
2422,2750,464446,38,Health,Agadir,1877.84,14139.96,128,1,1,1,0,0,2561.77,0
2423,5757,567616,27,Home,Casablanca,589.97,2972.52,74,1,0,0,0,1,12500.71,0
2424,2967,548934,54,Life,Agadir,725.67,5865.4,220,1,0,0,0,1,6496.08,0
2425,5088,660733,66,Life,Casablanca,1882.12,3395.65,196,5,1,0,0,0,3830.12,0
2426,5178,630084,39,Travel,Fes,2579.62,4657.12,206,0,1,0,0,0,4921.85,0
2427,8789,933650,30,Life,Casablanca,933.34,11534.86,140,1,1,0,0,0,4345.25,0
2428,3946,794491,72,Auto,Fes,853.31,7407.87,182,1,0,1,0,0,3890.1,0
2429,6394,501339,34,Auto,Casablanca,1924.59,2857.35,192,2,1,1,0,0,7225.33,0
2430,8880,763582,26,Health,Fes,8799.67,1176.21,102,1,1,1,0,0,2939.98,0
2431,6075,910506,41,Health,Fes,234.12,3833.79,47,2,0,0,1,0,1529.21,0
2432,8230,523041,61,Health,Agadir,966.81,14211.24,165,4,1,0,1,1,10382.37,0
2433,2531,923271,31,Auto,Agadir,3618.86,12757.09,202,1,0,2,1,0,2217.95,0
2434,3990,993544,63,Health,Fes,13961.1,6882.52,169,1,1,0,0,0,16990.14,1
2435,8155,692610,25,Health,Agadir,39854.76,7488.93,27,0,0,3,0,0,4167.72,0
2436,5493,942753,72,Auto,Fes,1977.09,13540.81,170,1,1,2,1,1,3144.21,0
2437,1933,854534,54,Travel,Agadir,1942.78,9074.51,204,2,0,0,0,1,1930.34,0
2438,2460,734388,36,Life,Tangier,2526.94,13271.12,86,0,0,2,1,0,3607.57,0
2439,3723,623321,45,Home,Casablanca,3914.85,7631.67,68,0,0,1,0,1,6973.72,0
2440,1285,519204,63,Auto,Fes,2824.59,3401.42,157,2,1,1,0,1,2231.42,0
2441,1264,921939,58,Auto,Rabat,3428.46,11025.94,164,2,1,2,0,1,10263.96,0
2442,7816,199244,47,Home,Agadir,599.67,8132.7,109,1,0,1,0,1,1624.58,0
2443,2762,591860,24,Home,Agadir,405.7,10192.37,57,1,0,2,0,0,12270.25,0
2444,1040,487932,43,Health,Marrakech,7033.03,2779.85,206,2,1,1,0,0,5486.68,0
2445,6827,457395,57,Home,Rabat,2365.3,9890.23,140,1,1,2,1,1,3132.81,0
2446,9259,910238,63,Life,Rabat,8104.8,6042.73,173,3,1,1,1,1,7214.5,0
2447,1987,230364,71,Life,Tangier,3899.22,5313.97,148,0,1,0,1,0,24414.33,0
2448,8804,923333,63,Life,Casablanca,533.97,10236.4,45,1,1,0,1,0,15571.03,0
2449,8789,510259,28,Life,Tangier,19223.09,9087.47,23,3,0,3,1,0,7075.74,1
2450,6717,568977,31,Life,Casablanca,3095.27,9912.06,190,2,1,0,0,0,12532.1,0
2451,4198,502968,38,Health,Fes,1215.98,14497.33,214,1,1,1,1,0,3218.04,0
2452,6374,300065,25,Auto,Tangier,1570.2,10667.35,34,3,0,1,0,0,2617.88,0
2453,5790,797976,20,Home,Marrakech,696.72,9793.03,21,0,1,0,1,1,10015.61,0
2454,8183,152127,45,Auto,Casablanca,4443.74,9396.52,179,2,1,0,0,1,6234.12,0
2455,3524,886885,46,Home,Tangier,2608.62,6281.36,137,4,1,0,1,1,3677.08,0
2456,3479,961864,40,Health,Marrakech,33602.07,12668.28,202,3,1,1,0,0,11011.37,1
2457,6154,711650,35,Health,Rabat,5563.18,6023.61,113,1,0,2,0,1,5135.05,0
2458,1778,373120,52,Travel,Agadir,31245.95,10653.53,10,0,0,1,1,0,17754.42,1
2459,2492,738464,30,Travel,Fes,940.57,4750.58,52,1,0,1,1,0,592.97,0
2460,1660,199122,29,Health,Fes,2004.26,2642.47,45,2,1,1,1,1,2963.94,0
2461,2348,432548,64,Health,Rabat,8674.44,2381.57,180,1,1,2,1,1,12375.75,0
2462,8851,444076,67,Home,Tangier,6043.21,9701.1,30,0,0,1,1,0,25651.1,0
2463,8156,721458,22,Health,Agadir,2925.57,5255.35,192,0,0,0,0,1,18533.79,1
2464,3044,439851,56,Auto,Rabat,819.12,4488.21,225,1,0,1,0,1,2609.84,0
2465,8368,582863,28,Home,Marrakech,218.34,9084.86,130,0,0,2,0,1,17455.95,0
2466,4516,317912,28,Health,Agadir,2289.48,872.21,177,1,0,2,0,0,802.6,0
2467,5577,872466,64,Home,Casablanca,2409.87,4070.27,96,0,0,3,0,0,1958.69,0
2468,1727,335851,59,Home,Tangier,3476.07,5437.94,173,2,1,0,0,0,3795.56,0
2469,8468,455933,64,Life,Agadir,525.98,10771.42,17,0,1,3,0,1,7738.28,0
2470,1342,720804,48,Travel,Casablanca,1037.8,8402.52,28,2,0,0,0,1,1842.31,0
2471,2447,632245,48,Home,Rabat,4770.6,12911.83,126,1,1,0,1,1,4280.89,0
2472,7581,607750,30,Home,Fes,6015.22,5350.34,45,2,1,1,0,1,19200.23,0
2473,7317,207724,31,Life,Agadir,3793.91,4798.39,17,0,0,0,0,0,1517.83,0
2474,1526,498008,66,Health,Agadir,1966.74,981.36,187,2,1,1,0,1,1403.37,0
2475,7748,375381,62,Home,Casablanca,717.32,14299.9,142,1,0,3,0,1,2230.41,0
2476,1405,938018,59,Life,Casablanca,9364.39,7771.64,116,1,0,3,1,0,53512.75,0
2477,8986,905684,42,Auto,Fes,7132.16,7786.6,138,2,0,1,1,0,7474.18,0
2478,4740,503923,50,Life,Casablanca,1496.72,13889.82,226,1,1,1,0,1,2084.42,0
2479,2846,789566,50,Travel,Casablanca,8101.96,4703.81,206,1,1,3,0,0,12325.31,0
2480,2478,627831,32,Travel,Agadir,2743.82,5315.54,81,1,1,1,0,1,783.49,0
2481,1771,799495,33,Health,Fes,1314.5,10017.04,229,2,1,3,1,0,4311.68,0
2482,6525,347541,61,Health,Fes,9064.06,11885.05,214,3,0,3,1,0,5622.17,0
2483,9770,728935,73,Travel,Agadir,3361.7,10640.01,18,2,1,0,0,1,14944.63,0
2484,1193,659319,55,Travel,Rabat,1783.39,11936.42,35,4,1,0,1,1,1164.16,0
2485,3007,274001,23,Home,Rabat,639.85,8839.07,176,1,1,1,0,1,17751.72,0
2486,2185,427891,61,Travel,Agadir,715.04,13010.94,58,0,1,2,1,1,13710.94,0
2487,3394,551067,42,Health,Casablanca,8237.15,8476.55,115,1,1,2,0,1,18699.87,0
2488,5005,417455,32,Travel,Tangier,5133.26,3825.44,18,2,1,1,0,1,1479.56,0
2489,8429,605329,21,Health,Rabat,732.47,8354.67,180,1,1,0,0,1,27853.37,0
2490,3261,860691,73,Auto,Rabat,715.99,10837.7,158,1,0,0,0,1,748.81,0
2491,4736,165867,21,Travel,Agadir,37161.96,9976.84,37,1,0,3,1,1,1405.16,1
2492,7716,188780,47,Health,Agadir,5205.91,4023.74,40,1,0,1,1,1,5873.36,0
2493,5875,157196,51,Life,Tangier,12726.62,1095.63,6,0,0,1,0,1,3368.62,1
2494,9921,697993,44,Home,Tangier,17866.91,4160.97,79,0,0,3,0,1,1285.83,0
2495,5378,944326,48,Health,Fes,978.67,14768.61,163,2,0,2,0,1,52237.81,0
2496,8815,974072,73,Travel,Agadir,24132.4,3174.76,154,0,0,1,0,0,900.59,1
2497,4451,600653,49,Travel,Rabat,817.8,7233.39,105,3,1,1,0,1,866.01,0
2498,8616,376735,61,Auto,Marrakech,7151.24,9756.01,91,3,1,2,0,0,6806.71,0
2499,3800,721535,56,Life,Marrakech,2593.66,13252.36,158,4,0,1,1,1,4654.69,1
2500,9333,804253,69,Health,Casablanca,7102.41,11523.75,75,2,0,1,1,1,1138.61,0
2501,6410,100727,26,Life,Rabat,2314.97,13679.82,116,4,0,0,0,1,43465.48,1
2502,2455,143822,58,Auto,Marrakech,5760.77,9263.56,152,1,1,2,1,0,5450.15,0
2503,7892,465543,25,Home,Rabat,15279.71,13047.12,122,2,1,3,1,0,2782.03,0
2504,6808,212113,31,Life,Agadir,11425.26,4325.72,55,0,1,3,0,1,4910.94,0
2505,7796,319606,50,Auto,Rabat,2767.54,6743.19,206,1,1,1,0,1,1019.52,0
2506,5796,492575,40,Health,Marrakech,949.29,12734.7,215,0,1,1,1,0,14589.91,0
2507,6093,490732,38,Home,Rabat,2085.86,5220.67,9,1,0,0,1,0,6378.76,1
2508,2325,684379,72,Travel,Tangier,5079.69,13132.72,106,1,1,1,0,0,3833.94,0
2509,5976,573594,29,Auto,Casablanca,6518.51,5765.17,62,0,1,1,1,1,4907.75,0
2510,2159,254591,74,Travel,Fes,10764.66,5769.22,111,2,0,2,0,1,2022.73,1
2511,5650,510609,19,Home,Marrakech,1239.83,4980.98,146,3,1,0,0,1,15301.47,1
2512,5987,305603,30,Auto,Agadir,973.78,8430.67,51,1,0,1,1,1,2556.99,0
2513,5697,980624,21,Auto,Fes,876.79,2371.5,103,1,0,1,1,1,2818.37,0
2514,1340,279006,37,Home,Casablanca,2353.19,1030.74,19,2,1,0,1,0,5996.07,0
2515,4828,472949,67,Health,Tangier,3854.76,13512.49,69,2,1,0,1,1,661.28,0
2516,2968,259912,68,Auto,Tangier,4646.87,13969.6,117,1,1,1,0,1,8524.81,0
2517,1703,713655,65,Home,Tangier,546.07,1604.47,82,1,1,1,0,1,4777.78,0
2518,6482,113265,31,Life,Tangier,949.53,8470.61,123,2,1,1,0,1,8365.39,0
2519,7376,498640,47,Travel,Marrakech,1282.97,8325.39,33,0,1,1,0,1,3860.6,0
2520,2800,513841,46,Auto,Marrakech,24566.14,5900.24,108,0,1,0,1,0,2117.21,1
2521,6463,703910,25,Life,Rabat,1886.89,8749.12,166,1,1,0,0,0,5510.67,0
2522,5912,784547,29,Auto,Agadir,506.7,7142.73,13,1,1,0,0,1,13264.11,0
2523,5648,398073,58,Health,Rabat,4711.61,7599.71,177,0,1,0,1,0,2823.43,0
2524,1855,424036,55,Home,Agadir,2616.66,11452.38,73,2,0,2,0,0,11271.05,0
2525,3866,775899,43,Auto,Casablanca,727.86,8126.42,90,1,0,0,0,0,3646.42,0
2526,1182,418774,67,Home,Rabat,1688.55,5193.04,181,3,0,0,1,1,3113.06,1
2527,4112,321711,19,Auto,Casablanca,1978.99,8931.11,129,1,0,0,1,0,11915.5,0
2528,6670,586626,72,Health,Casablanca,2571.5,9790.93,12,3,0,1,1,0,6949.72,1
2529,5492,270457,57,Health,Casablanca,9099.41,10103.51,152,2,0,1,1,1,1249.33,0
2530,6823,755313,73,Life,Tangier,5840.84,9465.45,129,2,0,0,0,1,4019.18,0
2531,2517,711868,31,Health,Fes,3463.52,10136.74,68,4,1,0,0,0,1538.13,0
2532,6002,439606,23,Home,Fes,9733.52,4996.35,135,2,0,3,0,1,8328.82,0
2533,2356,737684,59,Health,Marrakech,1822.99,6968.94,116,0,1,3,1,0,1978.23,0
2534,4629,459181,57,Auto,Casablanca,1248.68,10196.24,92,1,0,2,0,1,5772.34,0
2535,4628,195310,48,Health,Tangier,4317.74,11438.34,229,0,1,0,1,1,8259.42,0
2536,9210,256080,34,Home,Rabat,3935.72,6795.12,197,0,1,1,0,0,8343.7,0
2537,7132,411072,42,Auto,Rabat,507.2,5797.33,39,2,0,1,1,1,2843.42,0
2538,7588,838456,49,Life,Marrakech,17887.93,10880.3,32,2,1,0,0,0,5161.0,0
2539,4311,189876,29,Life,Marrakech,877.87,3721.51,177,1,1,1,1,1,2446.41,0
2540,7048,649264,66,Life,Casablanca,5627.2,637.64,159,0,0,1,1,1,3216.52,0
2541,7246,869302,30,Auto,Casablanca,5786.68,7331.91,108,2,0,1,1,0,1903.34,0
2542,1987,487128,36,Life,Rabat,73.41,3013.91,79,1,1,1,1,0,5197.17,0
2543,4321,782986,61,Health,Rabat,3915.36,5985.1,3,1,1,1,0,1,7926.88,0
2544,5615,460400,65,Auto,Rabat,21266.69,4722.9,110,1,0,2,0,1,2114.32,0
2545,9365,462681,42,Auto,Rabat,1271.36,11770.3,175,1,1,2,0,1,2125.43,0
2546,4741,290861,48,Auto,Fes,305.68,5305.42,111,0,1,1,0,0,24232.5,0
2547,4052,733619,54,Travel,Casablanca,2589.91,9789.8,15,2,1,1,1,0,2121.48,0
2548,7574,819005,42,Home,Casablanca,5214.83,10271.73,51,3,1,2,1,1,10086.93,0
2549,1726,351666,33,Travel,Rabat,2684.69,7118.59,107,4,1,3,0,0,13455.09,0
2550,4760,369670,74,Travel,Tangier,952.99,1675.63,210,3,0,1,1,0,6533.93,1
2551,6806,728151,55,Travel,Rabat,865.8,10655.29,213,0,1,1,1,1,7078.29,0
2552,2875,299121,60,Home,Agadir,425.56,1589.93,202,4,1,2,1,0,5279.86,0
2553,7993,435510,66,Travel,Marrakech,314.21,1938.59,21,1,0,1,1,1,1255.77,0
2554,5033,552333,40,Life,Agadir,1975.02,3341.96,218,1,0,2,1,1,14340.93,0
2555,6443,156096,31,Auto,Tangier,4958.4,4565.45,41,2,0,2,0,0,3144.27,0
2556,1989,763270,23,Auto,Marrakech,3608.3,12773.55,120,0,0,2,0,1,11300.48,0
2557,4744,957617,42,Health,Tangier,4028.18,10286.37,3,1,0,1,0,0,4804.91,0
2558,9611,150248,40,Life,Marrakech,6362.61,6114.59,129,1,1,0,1,1,7932.64,0
2559,1593,305728,60,Home,Rabat,14326.57,14690.1,149,2,1,1,0,1,6450.9,0
2560,2774,179888,29,Auto,Rabat,3081.49,4032.24,203,2,0,0,0,1,3081.29,0
2561,1935,306354,30,Travel,Tangier,4508.37,9342.31,80,2,1,1,1,0,10843.65,0
2562,4808,340346,53,Health,Marrakech,4544.52,12784.6,99,0,1,2,1,1,1292.2,0
2563,1331,718821,56,Health,Fes,3557.35,12129.33,149,2,0,1,1,1,16820.38,0
2564,8922,141954,51,Auto,Tangier,3050.56,1809.46,105,0,0,0,0,0,14799.08,0
2565,3702,451863,23,Life,Tangier,3362.29,10610.48,203,0,0,1,0,1,3769.65,0
2566,6889,764164,55,Health,Agadir,19415.47,4239.02,95,3,1,0,0,0,6319.14,1
2567,6054,848065,67,Auto,Casablanca,16629.74,5658.14,177,3,0,2,1,0,3815.9,1
2568,4868,362739,69,Life,Tangier,384.31,7590.38,65,2,0,2,0,1,2143.22,0
2569,5200,391736,57,Auto,Fes,3875.16,11965.88,41,2,0,2,0,1,4511.19,0
2570,1201,664931,25,Auto,Rabat,3006.09,2909.92,224,1,1,0,1,0,6456.5,0
2571,3497,354793,25,Life,Marrakech,13523.81,2074.05,67,5,1,0,0,0,18602.78,1
2572,2842,424809,57,Life,Casablanca,2855.65,2724.9,124,1,1,3,0,1,4026.65,0
2573,5658,368116,50,Life,Marrakech,4031.08,3664.24,224,0,1,0,1,0,4964.48,0
2574,8544,378026,51,Auto,Rabat,1366.62,1362.78,42,1,0,1,1,1,18138.48,0
2575,8718,821754,61,Health,Tangier,7911.91,13932.17,69,2,1,2,1,1,8167.0,0
2576,1770,564271,32,Home,Agadir,670.01,5126.71,185,3,0,1,0,1,1215.99,0
2577,4155,779129,53,Home,Fes,2066.44,3066.15,171,3,0,1,0,0,4767.87,1
2578,2628,649308,74,Auto,Casablanca,841.28,9748.6,101,0,1,0,0,1,11346.59,0
2579,1386,464765,52,Auto,Fes,2077.47,11911.44,140,1,1,3,0,0,57382.53,0
2580,7031,971806,63,Health,Fes,1542.64,11421.9,206,0,0,1,1,1,5915.97,0
2581,7439,144912,39,Life,Fes,8137.91,10921.25,64,0,0,0,1,0,612.54,0
2582,7401,112879,40,Auto,Fes,2292.28,1232.68,108,0,0,1,1,0,795.61,0
2583,5008,658086,57,Travel,Rabat,17857.56,11841.31,51,1,1,0,0,0,2472.64,1
2584,3466,732079,62,Life,Fes,2232.54,7777.24,73,3,0,1,1,1,1904.16,0
2585,3282,583042,72,Auto,Agadir,812.96,9911.75,60,1,1,1,0,1,11247.61,0
2586,2856,801433,68,Travel,Fes,2227.76,14368.16,199,1,1,0,0,0,31906.15,0
2587,8980,437935,39,Health,Rabat,5282.66,12254.75,80,2,0,0,0,1,10674.83,0
2588,2998,953415,22,Travel,Marrakech,22558.34,12467.89,156,1,1,0,0,0,12172.35,1
2589,6476,587947,48,Auto,Rabat,1374.98,3131.27,124,2,0,0,0,1,9524.43,0
2590,5669,758210,30,Home,Agadir,21816.87,7408.05,199,1,1,1,0,0,7064.88,0
2591,5318,259472,45,Auto,Agadir,2373.45,14265.22,14,2,1,2,1,1,2296.9,0
2592,8064,898385,37,Home,Tangier,1747.17,8948.94,160,1,1,0,1,1,10812.87,0
2593,8446,730698,50,Health,Rabat,7561.26,1987.5,8,2,0,0,1,1,3411.52,1
2594,2431,749443,33,Health,Marrakech,16449.15,11111.39,27,1,1,1,0,1,11244.43,0
2595,6624,254607,46,Life,Tangier,5817.05,1122.44,50,3,0,1,1,0,7577.37,0
2596,8461,830896,40,Life,Tangier,545.72,11263.31,187,3,1,2,1,0,4915.28,0
2597,2819,568255,41,Home,Casablanca,4445.48,13256.7,57,3,0,3,0,0,2337.8,1
2598,2130,352712,51,Home,Fes,40521.86,6666.13,3,1,1,1,1,0,4576.29,1
2599,7563,967461,24,Health,Tangier,193.78,6497.39,155,2,1,0,1,0,2746.28,0
2600,3658,104055,55,Travel,Tangier,4666.21,4911.06,222,1,1,0,1,1,875.61,0
2601,4500,400314,54,Home,Agadir,2118.62,13215.61,34,3,0,0,0,1,1621.23,1
2602,9566,329016,21,Home,Marrakech,969.71,8442.88,26,0,1,2,0,1,6588.14,0
2603,3120,862945,51,Travel,Tangier,10301.69,8899.27,229,3,0,1,0,0,363.63,1
2604,5020,986408,59,Life,Marrakech,370.42,10094.76,168,0,0,0,1,1,52905.51,0
2605,4259,390395,39,Life,Fes,1958.14,4853.35,115,1,1,2,1,0,2970.05,0
2606,2823,760284,22,Home,Agadir,9910.53,6775.4,86,1,1,2,0,1,11592.8,1
2607,2474,148037,67,Life,Casablanca,8640.06,11253.28,160,0,0,2,1,1,565.84,0
2608,3242,192115,59,Life,Casablanca,6098.21,14789.56,169,0,1,0,0,0,1845.1,0
2609,4243,964358,40,Life,Fes,3667.75,997.43,130,0,1,0,0,0,14201.06,0
2610,7990,572032,71,Health,Fes,2568.83,1118.4,111,2,0,0,1,0,7460.26,0
2611,6160,582870,32,Auto,Agadir,1695.54,6707.2,200,0,1,1,0,1,3309.1,0
2612,4134,170400,48,Home,Agadir,929.29,10064.52,106,1,1,1,0,0,35871.01,0
2613,3070,723813,26,Home,Rabat,7910.22,6102.29,135,5,1,2,0,1,1196.77,0
2614,1359,463308,60,Health,Tangier,3839.72,14994.76,19,3,1,0,0,1,14695.97,1
2615,2141,323457,70,Auto,Tangier,8196.9,3332.71,33,3,0,1,1,1,3198.98,0
2616,2635,848462,42,Auto,Tangier,1167.31,614.92,2,2,1,2,1,1,2105.45,0
2617,5000,241774,42,Health,Marrakech,1137.19,3256.88,195,2,1,0,1,1,687.77,0
2618,4361,993164,66,Travel,Rabat,5409.67,13359.21,220,1,1,0,0,1,793.71,0
2619,7583,115385,38,Travel,Tangier,193.84,2604.66,206,3,1,1,1,0,5652.32,0
2620,8835,895768,26,Auto,Marrakech,143.37,7445.13,15,2,0,2,0,1,5303.58,0
2621,1006,951853,72,Travel,Marrakech,10054.51,6579.5,21,1,0,3,0,1,2297.3,0
2622,4267,660309,65,Travel,Casablanca,1275.86,10153.02,78,2,0,2,0,1,4007.0,0
2623,7564,608670,55,Travel,Marrakech,3758.01,1291.64,59,1,1,2,0,1,4235.85,0
2624,5928,217369,39,Auto,Fes,4701.23,10051.88,104,0,1,1,0,1,3070.66,0
2625,3606,844990,60,Travel,Agadir,10323.28,5643.9,82,1,1,0,0,1,1806.04,1
2626,6906,673399,40,Home,Marrakech,1758.19,13927.57,118,0,0,2,1,0,8333.59,0
2627,4273,189402,66,Auto,Fes,1877.38,12808.87,113,2,1,3,0,0,17078.55,0
2628,8611,744062,21,Health,Fes,1424.41,6292.84,39,0,0,1,0,0,7151.46,0
2629,1913,353724,46,Travel,Casablanca,6281.23,14896.93,20,2,0,1,0,0,7599.35,0
2630,3011,839945,32,Life,Casablanca,6624.92,1253.18,1,1,0,1,0,0,10467.51,0
2631,2442,929151,18,Auto,Marrakech,13820.17,11935.17,73,2,1,3,0,1,3893.36,0
2632,6546,327600,71,Health,Casablanca,667.94,6790.63,9,3,1,0,1,1,2584.52,1
2633,2829,804397,47,Home,Casablanca,43499.95,6782.92,235,2,0,2,0,1,671.8,1
2634,9767,573319,46,Health,Agadir,2048.91,2966.94,51,2,1,2,1,0,2827.27,0
2635,7468,749983,37,Travel,Tangier,2812.9,7965.76,166,3,1,2,0,0,2616.42,0
2636,1929,234585,50,Life,Marrakech,3626.83,1728.42,231,1,0,1,0,0,1716.43,0
2637,4699,870543,58,Travel,Marrakech,999.3,9440.37,221,1,1,3,1,0,6214.52,0
2638,2054,768695,61,Health,Marrakech,1819.03,4003.06,15,0,1,0,1,0,4051.68,0
2639,6744,799500,53,Auto,Casablanca,17200.98,11010.44,84,0,1,0,0,1,7531.29,0
2640,2900,204126,39,Life,Agadir,17525.78,9306.74,230,2,1,1,0,0,1596.01,0
2641,7980,835733,30,Life,Casablanca,3812.85,11322.87,41,1,1,0,1,0,1070.22,0
2642,8069,701946,24,Health,Fes,10431.07,11371.26,222,3,1,1,1,1,9587.29,1
2643,4415,265912,25,Travel,Rabat,4880.56,3352.28,175,0,0,0,1,0,11223.51,0
2644,1442,917439,45,Health,Rabat,2783.37,509.78,154,2,1,2,1,1,2119.17,0
2645,7218,731121,62,Life,Rabat,1206.51,5803.54,54,6,1,1,1,0,3439.61,0
2646,5652,218637,60,Health,Tangier,1060.24,13826.5,119,2,1,2,1,0,6464.07,0
2647,8939,717508,26,Life,Casablanca,1200.84,8879.54,198,1,0,0,1,0,8777.21,1
2648,8833,126393,42,Travel,Fes,20698.75,11048.78,167,2,0,0,1,0,848.39,1
2649,8597,681768,73,Auto,Fes,8500.54,13253.77,17,2,0,0,1,0,13155.04,0
2650,5458,974722,33,Auto,Rabat,16800.68,13637.84,198,1,1,0,1,0,1301.6,1
2651,7591,579551,27,Health,Agadir,4815.6,8170.86,128,0,1,0,0,0,1208.14,0
2652,3309,990695,28,Life,Tangier,1036.29,8343.66,92,0,0,0,0,1,3249.82,0
2653,7268,764467,48,Auto,Tangier,6148.64,12838.61,9,2,0,1,1,0,3187.03,0
2654,1910,621397,29,Life,Rabat,13679.99,12208.54,219,1,1,0,0,0,5055.07,0
2655,5340,892425,48,Travel,Rabat,6423.39,10633.45,227,2,1,1,0,1,5749.12,0
2656,5009,193650,31,Health,Casablanca,613.91,9264.73,46,0,1,0,0,1,26795.15,0
2657,7628,858685,68,Life,Agadir,508.22,9449.62,134,0,0,2,1,0,1974.0,0
2658,3169,618196,61,Health,Tangier,6397.57,5762.21,196,0,1,0,1,0,14250.13,0
2659,3172,152066,49,Life,Fes,2048.73,12693.31,16,2,1,1,0,0,1121.55,0
2660,6668,473994,67,Life,Rabat,4336.69,9457.81,215,2,0,1,0,0,1426.48,0
2661,7313,929374,70,Travel,Casablanca,1251.14,3741.16,112,1,0,2,1,1,1919.26,0
2662,9315,116138,34,Health,Fes,3470.62,3977.73,87,0,0,1,0,1,713.23,0
2663,9036,218558,52,Home,Tangier,796.05,12993.24,157,1,0,1,0,1,7689.79,0
2664,7789,358480,18,Life,Rabat,4010.0,9572.76,169,1,1,1,1,0,16639.49,0
2665,1785,537743,46,Life,Agadir,7143.89,6281.21,196,2,0,1,1,1,12171.52,0
2666,7139,371334,68,Auto,Rabat,7634.97,3212.96,62,3,1,0,1,1,1051.5,1
2667,7344,978691,21,Health,Agadir,621.4,9348.13,104,1,1,1,1,0,48043.64,0
2668,3416,178422,40,Home,Casablanca,5233.01,3172.5,120,1,0,3,0,0,5495.11,0
2669,9988,811058,45,Travel,Casablanca,1472.76,7317.42,168,0,1,1,0,1,23037.99,0
